metric_a,metric_b,n_common_methods,raw_pearson,raw_spearman,oriented_pearson,oriented_spearman,loo_pearson_min,loo_pearson_max,loo_spearman_min,loo_spearman_max,pearson_sign_stable,spearman_sign_stable,interpretation_level
grad_kurtosis_abs_delta,exceed_abs_t10,19,0.22456201230681008,0.48947368421052634,0.22456201230681008,0.48947368421052634,0.18165438968656075,0.49061803623144407,0.44685242518059853,0.7048503611971104,True,True,between_method_means
grad_kurtosis_abs_delta,exceed_abs_t15,19,0.4248328816116793,0.3894736842105263,0.4248328816116793,0.3894736842105263,0.284713516113894,0.6096140613902257,0.29411764705882354,0.5603715170278638,True,True,between_method_means
grad_kurtosis_abs_delta,exceed_abs_p90,19,0.43115706073634746,0.41578947368421054,0.43115706073634746,0.41578947368421054,0.27956093684364747,0.6364216097130153,0.32507739938080493,0.6057791537667698,True,True,between_method_means
grad_kurtosis_abs_delta,comp_curve_l1,19,0.8797349283562276,0.7491228070175439,0.8797349283562276,0.7491228070175439,0.8389099424608791,0.9092430306332445,0.7048503611971104,0.7977296181630547,True,True,between_method_means
grad_kurtosis_abs_delta,comp_abs_t5,19,0.5445236333693169,0.6350877192982456,0.5445236333693169,0.6350877192982456,0.4320698764138632,0.9054854253890455,0.5706914344685242,0.7316821465428277,True,True,between_method_means
grad_kurtosis_abs_delta,comp_abs_t10,19,0.6374127888565866,0.5929824561403508,0.6374127888565866,0.5929824561403508,0.5326462675360313,0.9031881539603751,0.5211558307533539,0.6821465428276574,True,True,between_method_means
grad_kurtosis_abs_delta,comp_abs_t15,19,0.8364641664355248,0.6754385964912281,0.8364641664355248,0.6754385964912281,0.7829478061489671,0.875885573177949,0.6181630546955624,0.7131062951496389,True,True,between_method_means
grad_kurtosis_abs_delta,pd_distance,18,0.8419084760239272,0.675954592363261,0.8419084760239272,0.675954592363261,0.8171592719276612,0.932373967507031,0.625,0.8063725490196079,True,True,between_method_means
grad_kurtosis_abs_delta,mt_distance,18,0.050375640632371044,-0.1475748194014448,0.050375640632371044,-0.1475748194014448,-0.08979813470112265,0.15594245724635486,-0.25735294117647056,-0.04656862745098039,False,True,between_method_means
psd_log_l2,psd_slope_abs_delta,19,0.8113166117822366,0.8701754385964913,0.8113166117822366,0.8701754385964913,0.7592108982863246,0.9086628432297001,0.847265221878225,0.9484004127966976,True,True,between_method_means
psd_log_l2,exceed_abs_t5,19,0.47259547557691806,0.6,0.47259547557691806,0.6,0.2844776224904129,0.8844230619322081,0.5294117647058824,0.8452012383900929,True,True,between_method_means
psd_log_l2,exceed_abs_t10,19,-0.4165105582625728,0.15964912280701754,-0.4165105582625728,0.15964912280701754,-0.5961097378962446,0.45045945563734824,0.06914344685242518,0.36429308565531476,False,True,between_method_means
psd_log_l2,exceed_abs_t15,19,-0.0014461870566467654,0.2964912280701754,-0.0014461870566467654,0.2964912280701754,-0.29481871001195686,0.6407161600232897,0.20949432404540763,0.5252837977296182,False,True,between_method_means
psd_log_l2,exceed_abs_p90,19,0.04904228450526033,0.24736842105263157,0.04904228450526033,0.24736842105263157,-0.252359665298964,0.5560346363004096,0.15170278637770898,0.4674922600619195,False,True,between_method_means
psd_log_l2,comp_curve_l1,19,0.7180013271010517,0.7543859649122807,0.7180013271010517,0.7543859649122807,0.592814473099071,0.9576413283955492,0.7110423116615067,0.8720330237358102,True,True,between_method_means
psd_log_l2,comp_abs_t5,19,0.9259864840273034,0.8719298245614036,0.9259864840273034,0.8719298245614036,0.9128155799703678,0.9581377922194554,0.849329205366357,0.9422084623323014,True,True,between_method_means
psd_log_l2,comp_abs_t10,19,0.9700863176622384,0.9228070175438596,0.9700863176622384,0.9228070175438596,0.958773149503061,0.9798174513169952,0.9091847265221878,0.9525283797729618,True,True,between_method_means
psd_log_l2,comp_abs_t15,19,0.5580091408095088,0.6298245614035087,0.5580091408095088,0.6298245614035087,0.38654065791365205,0.9440718450004592,0.564499484004128,0.8802889576883385,True,True,between_method_means
psd_log_l2,pd_distance,18,0.7280626729640665,0.5067079463364293,0.7280626729640665,0.5067079463364293,0.691772881111852,0.7796851587672291,0.41421568627450983,0.5661764705882353,True,True,between_method_means
psd_log_l2,mt_distance,18,-0.515119177515865,0.32714138286893707,-0.515119177515865,0.32714138286893707,-0.5621523050574005,0.4492816691530772,0.25,0.5759803921568627,False,True,between_method_means
psd_slope_abs_delta,exceed_abs_t5,19,0.4947162538582681,0.5719298245614035,0.4947162538582681,0.5719298245614035,0.36004894210422994,0.7548388443943754,0.49638802889576883,0.7915376676986584,True,True,between_method_means
psd_slope_abs_delta,exceed_abs_t10,19,-0.24339608660535864,0.2929824561403509,-0.24339608660535864,0.2929824561403509,-0.342099816188809,0.4821166692959677,0.20536635706914344,0.5149638802889577,False,True,between_method_means
psd_slope_abs_delta,exceed_abs_t15,19,-0.07166856700340464,0.26842105263157895,-0.07166856700340464,0.26842105263157895,-0.3046757573479574,0.31575016827914476,0.17440660474716202,0.48813209494324045,False,True,between_method_means
psd_slope_abs_delta,exceed_abs_p90,19,-0.0879921365128805,0.21578947368421053,-0.0879921365128805,0.21578947368421053,-0.34438453506538524,0.19980893643226078,0.11248710010319918,0.4262125902992776,False,True,between_method_means
psd_slope_abs_delta,comp_curve_l1,19,0.5149939608665239,0.543859649122807,0.5149939608665239,0.543859649122807,0.36165570012225784,0.6445009369273466,0.4633642930856553,0.675954592363261,True,True,between_method_means
psd_slope_abs_delta,comp_abs_t5,19,0.6498084488676158,0.643859649122807,0.6498084488676158,0.643859649122807,0.5494515535099493,0.7923042595056013,0.5810113519091847,0.7523219814241486,True,True,between_method_means
psd_slope_abs_delta,comp_abs_t10,19,0.7282435783927633,0.724561403508772,0.7282435783927633,0.724561403508772,0.6550326981761252,0.8175146183288214,0.675954592363261,0.8121775025799793,True,True,between_method_means
psd_slope_abs_delta,comp_abs_t15,19,0.37807757494874134,0.4543859649122807,0.37807757494874134,0.4543859649122807,0.19956603311521798,0.5834041052979492,0.35810113519091846,0.6615067079463365,True,True,between_method_means
psd_slope_abs_delta,pd_distance,18,0.32944409446173434,0.28586171310629516,0.32944409446173434,0.28586171310629516,0.20631987908322846,0.5151645692764893,0.18137254901960784,0.4877450980392157,True,True,between_method_means
psd_slope_abs_delta,mt_distance,18,-0.29843345490803286,0.2631578947368421,-0.29843345490803286,0.2631578947368421,-0.3886566521379188,0.416793487959378,0.18137254901960784,0.4730392156862745,False,True,between_method_means
exceed_abs_t5,exceed_abs_t10,19,0.5490416395997443,0.7175438596491228,0.5490416395997443,0.7175438596491228,0.5303584715069817,0.6820939737998672,0.6718266253869969,0.7874097007223942,True,True,between_method_means
exceed_abs_t5,exceed_abs_t15,19,0.6237690373269302,0.5964912280701754,0.6237690373269302,0.5964912280701754,0.5350641652094208,0.745808466658587,0.5273477812177503,0.7647058823529411,True,True,between_method_means
exceed_abs_t5,exceed_abs_p90,19,0.5733409542686047,0.5508771929824562,0.5733409542686047,0.5508771929824562,0.4619940999207851,0.7059639930019417,0.47368421052631576,0.7234262125902993,True,True,between_method_means
exceed_abs_t5,comp_curve_l1,19,0.870391628169698,0.8491228070175438,0.870391628169698,0.8491228070175438,0.8277260215540231,0.9176510170105556,0.8224974200206399,0.9029927760577915,True,True,between_method_means
exceed_abs_t5,comp_abs_t5,19,0.26911033093036574,0.6263157894736842,0.26911033093036574,0.6263157894736842,0.08920054074091059,0.8712200988304172,0.5603715170278638,0.8761609907120743,True,True,between_method_means
exceed_abs_t5,comp_abs_t10,19,0.4070709878694755,0.6614035087719298,0.4070709878694755,0.6614035087719298,0.23848408725250064,0.9055764497371346,0.6016511867905057,0.9174406604747162,True,True,between_method_means
exceed_abs_t5,comp_abs_t15,19,0.8898656856916948,0.8701754385964913,0.8898656856916948,0.8701754385964913,0.8549096114421714,0.9483077752972938,0.847265221878225,0.9256965944272446,True,True,between_method_means
exceed_abs_t5,pd_distance,18,0.32853561385125474,0.12899896800825594,0.32853561385125474,0.12899896800825594,0.23977137835229767,0.5528488697826054,0.03431372549019608,0.34068627450980393,True,True,between_method_means
exceed_abs_t5,mt_distance,18,0.5383737928955907,0.4840041279669763,0.5383737928955907,0.4840041279669763,0.47135211957608636,0.6418634492427855,0.3872549019607843,0.5490196078431373,True,True,between_method_means
exceed_abs_t10,exceed_abs_t15,19,0.7790876935586856,0.6877192982456141,0.7790876935586856,0.6877192982456141,0.5992712364716006,0.8126514737331502,0.6326109391124871,0.8142414860681114,True,True,between_method_means
exceed_abs_t10,exceed_abs_p90,19,0.694602216207131,0.6894736842105263,0.694602216207131,0.6894736842105263,0.5952270555732335,0.7349610631234543,0.6346749226006192,0.8369453044375645,True,True,between_method_means
exceed_abs_t10,comp_curve_l1,19,0.25957350882087504,0.5052631578947369,0.25957350882087504,0.5052631578947369,0.22182123896310274,0.48788044530393915,0.45098039215686275,0.6388028895768834,True,True,between_method_means
exceed_abs_t10,comp_abs_t5,19,-0.5904706954393586,0.25263157894736843,-0.5904706954393586,0.25263157894736843,-0.7176671409379889,0.5186716359727352,0.1826625386996904,0.47368421052631576,False,True,between_method_means
exceed_abs_t10,comp_abs_t10,19,-0.49153145449391505,0.24385964912280703,-0.49153145449391505,0.24385964912280703,-0.632186968647236,0.4845428814177574,0.17027863777089783,0.4633642930856553,False,True,between_method_means
exceed_abs_t10,comp_abs_t15,19,0.435087653213565,0.5859649122807018,0.435087653213565,0.5859649122807018,0.41219052527024835,0.4824069830476221,0.5170278637770898,0.7234262125902993,True,True,between_method_means
exceed_abs_t10,pd_distance,18,-0.24759825524460385,0.04437564499484004,-0.24759825524460385,0.04437564499484004,-0.2784219569534181,0.26941527709561813,-0.031862745098039214,0.24019607843137256,False,False,between_method_means
exceed_abs_t10,mt_distance,18,0.893269146893656,0.1867905056759546,0.893269146893656,0.1867905056759546,0.027831427325508924,0.9153326803860906,0.03431372549019608,0.30392156862745096,True,True,between_method_means
exceed_abs_t15,exceed_abs_p90,19,0.9833742787435327,0.9859649122807017,0.9833742787435327,0.9859649122807017,0.9803864786168336,0.9886177441316323,0.9834881320949432,0.9958720330237358,True,True,between_method_means
exceed_abs_t15,comp_curve_l1,19,0.5925076744792726,0.6578947368421053,0.5925076744792726,0.6578947368421053,0.48261773064588975,0.7144127202193132,0.6099071207430341,0.7770897832817337,True,True,between_method_means
exceed_abs_t15,comp_abs_t5,19,-0.17610668076824945,0.3684210526315789,-0.17610668076824945,0.3684210526315789,-0.4123606488720622,0.6817201427550091,0.29411764705882354,0.6099071207430341,False,True,between_method_means
exceed_abs_t15,comp_abs_t10,19,-0.09692536302151913,0.3140350877192982,-0.09692536302151913,0.3140350877192982,-0.35048815573878994,0.6187798584218397,0.2301341589267286,0.5459236326109391,False,True,between_method_means
exceed_abs_t15,comp_abs_t15,19,0.7267666991164029,0.7701754385964912,0.7267666991164029,0.7701754385964912,0.6612660972933259,0.7874244622839652,0.7316821465428277,0.8699690402476781,True,True,between_method_means
exceed_abs_t15,pd_distance,18,0.06529537309794814,0.17234262125902994,0.06529537309794814,0.17234262125902994,-0.01436251649603787,0.5192489534434853,0.07107843137254902,0.39215686274509803,False,True,between_method_means
exceed_abs_t15,mt_distance,18,0.793825867265655,0.47781217750258,0.793825867265655,0.47781217750258,0.40041062337722005,0.8673632375834364,0.3799019607843137,0.6151960784313726,True,True,between_method_means
exceed_abs_p90,comp_curve_l1,19,0.5848877563014627,0.6140350877192983,0.5848877563014627,0.6140350877192983,0.4584837873905102,0.665447962060494,0.5583075335397317,0.7316821465428277,True,True,between_method_means
exceed_abs_p90,comp_abs_t5,19,-0.08708237203759281,0.3263157894736842,-0.08708237203759281,0.3263157894736842,-0.32384898884915664,0.6238652642777056,0.24458204334365324,0.5603715170278638,False,True,between_method_means
exceed_abs_p90,comp_abs_t10,19,-0.031922286236941856,0.27017543859649124,-0.031922286236941856,0.27017543859649124,-0.2903130292526138,0.5439800046418136,0.1785345717234262,0.49432404540763675,False,True,between_method_means
exceed_abs_p90,comp_abs_t15,19,0.7010357555930606,0.724561403508772,0.7010357555930606,0.724561403508772,0.6192488118451531,0.7705624948264785,0.6780185758513931,0.826625386996904,True,True,between_method_means
exceed_abs_p90,pd_distance,18,0.12994544739426775,0.16615067079463364,0.12994544739426775,0.16615067079463364,0.04866309208400615,0.48564071872771863,0.06372549019607843,0.38480392156862747,True,True,between_method_means
exceed_abs_p90,mt_distance,18,0.6818474851947873,0.4324045407636739,0.6818474851947873,0.4324045407636739,0.3083894806593874,0.803859999737433,0.32598039215686275,0.5441176470588235,True,True,between_method_means
comp_curve_l1,comp_abs_t5,19,0.5598014590451094,0.8421052631578947,0.5598014590451094,0.8421052631578947,0.43611794877715526,0.9786269309739868,0.8142414860681114,0.9752321981424149,True,True,between_method_means
comp_curve_l1,comp_abs_t10,19,0.6706894464979831,0.8298245614035088,0.6706894464979831,0.8298245614035088,0.5611760925148389,0.9860984330650067,0.7997936016511867,0.9607843137254902,True,True,between_method_means
comp_curve_l1,comp_abs_t15,19,0.9757807866545593,0.9596491228070175,0.9757807866545593,0.9596491228070175,0.968479208388362,0.9968081924387708,0.9525283797729618,0.9834881320949432,True,True,between_method_means
comp_curve_l1,pd_distance,18,0.7028617055273831,0.49226006191950467,0.7028617055273831,0.49226006191950467,0.6585590562631438,0.8099500575087729,0.39705882352941174,0.5882352941176471,True,True,between_method_means
comp_curve_l1,mt_distance,18,0.2729774675058109,0.4324045407636739,0.2729774675058109,0.4324045407636739,0.23317537611862044,0.4039736448889712,0.34068627450980393,0.4852941176470588,True,True,between_method_means
comp_abs_t5,comp_abs_t10,19,0.9828574108578736,0.9824561403508771,0.9828574108578736,0.9824561403508771,0.9806469668204089,0.9894863300930731,0.9793601651186791,0.9917440660474717,True,True,between_method_means
comp_abs_t5,comp_abs_t15,19,0.37357402050218813,0.6912280701754386,0.37357402050218813,0.6912280701754386,0.20883608453555177,0.9673788996047658,0.6367389060887513,0.9525283797729618,True,True,between_method_means
comp_abs_t5,pd_distance,18,0.7485960446357091,0.651186790505676,0.7485960446357091,0.651186790505676,0.7282894543136252,0.8616497549168647,0.5857843137254902,0.7083333333333334,True,True,between_method_means
comp_abs_t5,mt_distance,18,-0.7202747664896366,0.1393188854489164,-0.7202747664896366,0.1393188854489164,-0.7743256046253274,0.2290789799150048,0.03431372549019608,0.35294117647058826,False,True,between_method_means
comp_abs_t10,comp_abs_t15,19,0.4957235988222416,0.6807017543859649,0.4957235988222416,0.6807017543859649,0.3415895407678088,0.970563118490401,0.6243550051599587,0.9401444788441693,True,True,between_method_means
comp_abs_t10,pd_distance,18,0.7726080739622561,0.564499484004128,0.7726080739622561,0.564499484004128,0.7475718730270154,0.8133628288134251,0.48284313725490197,0.6323529411764706,True,True,between_method_means
comp_abs_t10,mt_distance,18,-0.6100199320887804,0.21155830753353974,-0.6100199320887804,0.21155830753353974,-0.6726935449574422,0.30348607321497695,0.11764705882352941,0.4387254901960784,False,True,between_method_means
comp_abs_t15,pd_distance,18,0.5700601919841809,0.3415892672858617,0.5700601919841809,0.3415892672858617,0.515090668721322,0.8002507892923478,0.25980392156862747,0.5931372549019608,True,True,between_method_means
comp_abs_t15,mt_distance,18,0.48850095585645686,0.5541795665634675,0.48850095585645686,0.5541795665634675,0.4392193356646061,0.5308198304092525,0.47058823529411764,0.5955882352941176,True,True,between_method_means
pd_distance,mt_distance,18,-0.3725104485113796,-0.4282765737874097,-0.3725104485113796,-0.4282765737874097,-0.396787323369399,-0.1502505253484019,-0.4950980392156863,-0.32107843137254904,True,True,between_method_means
